"ParticipantNumber","OverallExperience","PreRegImp","PreregExp1","PreregUse_1","PreregUse_2","PreregUse_4","PreregUse_6","PreregUse_7","PreregUse_7_TEXT","PreRegExp2","PreRegExp2_TEXT","RRExp_1","RRExp_4","RRExp_5","RRExp_6","RRExp_7","RRExp_7_TEXT","prereg-concerns","PreRegConList","PreRegCon_delay","PreRegCon_look","PreRegCon_prevent_exp","PreRegCon_stifle_creativity","PreRegCon_scooping","PreRegCon_other","PreRegCon_text","PreRegCon_prevent_sig","PreRegCon_diff_pub","PreRegCon_none","CodeDef","CodeImp","CodeExp","CodeUse_useOthers","CodeUse_mine","CodeUse_reading","CodeUse_other","CodeUse_text","CodeUse_peer","Code-concerns","CodeConcernList","CodeCon_criticise","CodeCon_diff_understand","CodeCon_assistance","CodeCon_lose_control","CodeCon_errors","CodeCon_credit","CodeCon_other","CodeCon_text","CodeCon_none","CodeCon_violate","CodeCon_ip","OpenDataDef","OpenDataImp","OpenDataExp","DataUse_useOthers","DataUse_mine","DataUse_peer","DataUse_reading","DataUse_other","DataUse_text","Data-Concerns","DataConcernsList","DataConcern_criticise","DataConcern_ip","DataConcern_devalues","DataConcern_other","DataConcern_text","DataConcern_none","DataConcern_effort","DataConcern_unfair","DataConcern_credit","DataConcern_ethics","DataConcern_privacy","DataConcern_control","DataConcern_scoop","PrePubDef","PrePubImp","PrePubExp","PrePubUse_upload","PrePubUse_other","PrePubUse_text","PrePubUse_cited","PrePubUse_read","PrePub-Concerns","PrePubConcernsText","PrePubConcern_policy","PrePubConcern_scoop","PrePubConcern_noise","PrePubConcern_citations","PrePubConcern_other","PrePubConcern_text","PrePubConcern_compare","PrePubConcern_none","OAdef","OAprop","OAfees_free","OAfees_research_income","OAfees_centre","OAfees_school","OAfees_collab","OAfees_own_money","OAfees_other","OAfees_text","OAfees_withdrew","OAfees_waiver","OAfees_hdr","LastStudy","LastStudy_TEXT","OSmost_data","OSmost_code","OSmost_prepub","OSmost_prereg","OSmost_none","OSmost_OA","OSmost_unknown","OSmost_other","OSmost_text","OSmost_repo","OSTools_1","OSTools_2","OSTools_3","OSTools_4","OSTools_5","OSTools_6","OSTools_7","OSTools_8","OSTools_9","OSTools_10","OSTools_11","OSTools_12","OSTools_22","OSToolsOther","OSBarriers","OSBarriersText","OSFacilitate","OSBarrier_noOAFunding","OSBarrier_noCredit","OSBarrier_noMandate","OSBarrier_noInfo","OSBarrier_noInfrastructure","OSBarrier_noTimeEngage","OSBarrier_colleaguesDis","OSBarrier_noInterest","OSBarrier_none","OSBarrier_intimidating","OSBarrier_other","OSBarrier_text","OSBarrier_supervisorsDis","OSBarrier_noTraining","OSBarrier_independent","OSBarrier_noRecognition","OSBarrier_noSupport","OSBarrier_noOSFunding","OSBarrier_noTimeLearn","OSBarrier_noExpertise","DefRR","crisis","RepEstimate","self_rep_1","self_rep_2","self_rep_3","self_rep_5","self_rep_6","self_rep_4","LearnedFrom_9","LearnedFrom_9_TEXT","LearnedFrom_10","LearnedFrom_11","LearnedFrom_12","LearnedFrom_13","LearnedFrom_14","LearnedFrom_15","LearnedFrom_16","LearnedFrom_17","LearnedSpec","Teaching_1","Teaching_2","Teaching_3","Teaching_4","Teaching_5","Teaching_6","Teaching_6_TEXT","Teaching_7","Teaching_8","AcLevel_1","AcLevel_2","AcLevel_3","AcLevel_4","AcLevel_5","AcLevel_6","AcLevel_7","AcLevel_9","AcLevel_10","AcLevel_10_TEXT","AcLevel_12","AcLevel_13","funded","FundKnow","Thanks","FORcode_2_num","FORcode_2_label","FORcode_4_num","FORcode_4_label","discipline","crisis_num","OverallExp_num","PreRegImp_num_o","PreRegExp_num","CodeImp_num_o","CodeExp_num","DataExp_num","DataImp_num_o","PrePubImp_num_o","PrePubExp_num","OAprop_num_o","PreRegImp_num","CodeImp_num","DataImp_num","PrePubImp_num","OAprop_num","OverallExp","PreRegExp","DataImp","DataExp","AcLevel_Label"
1119,1,"Somewhat important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"'- Other research groups may take novel intellectual property outlined in study designs to incorporate into their own research, and publish results first. / - Unavoidable deviations from published plans (due to unforeseen methodological/data collection issues/withdrawal of partners etc) may negatively impact on researcher reputations.",1,1,NA,1,1,NA,NA,NA,NA,NA,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,NA,1,"Same as prior concerns - that research plans and ideas may be taken and implemented by other researchers prior to our team being able to do so.",NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,1,"Ethical considerations (confidentiality, privacy) given the very sensitive nature of the data in my field. Plans to make data open would be unlikely to be approved by ethics committees appraising my research.",NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,2,"Overall quality of the research papers and ideas conveyed are improved by peer review. Pre-publication archive might lower the standard of research ideas conveyed and the applied by other academics (if applied before actual publication).",1,NA,1,1,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,1,NA,1,"Research agreements with industry partners that prohibit the sharing of data due to the sensitive nature of the data and/or study outcomes.",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,4,"No Crisis",70,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","3","1","2","1","3","1","2","3","3","1","0","3","2","2","2","0","Unaware","Unaware","Somewhat unimportant","Aware, But Not Used","Research Fellow"
1120,3,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,3,1,NA,NA,1,NA,NA,1,"If made available prior to completing all planned analyses/studies, I would have some concern that data might be used by others before I have a chance to publish second or subsequent studies. Making data open after a delay to allow reanalysis or replication would be ideal.",NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,"Somewhat important","Some Experience",1,NA,NA,1,1,2,NA,1,1,1,1,NA,NA,1,NA,1,"I don't know",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,2,0,0,0,0,0,0,0,1,0,1,"I and others in my field find and share research (as permitted) via ResearchGate.",1,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,4,"Significant Crisis",30,2,1,0,0,1,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","1","3","1","2","1","2","3","1","2","3","5","4","4","4","3","5","Some","Aware, But Not Used","Extremely important","Some Use","Lecturer"
1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
1122,2,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,2,NA,1,1,1,NA,NA,NA,1,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,4,"Significant Crisis",20,1,1,0,0,0,0,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","1","2","1","2","1","2","2","1","1","2","0","4","4","4","4","0","Aware, But Not Used","Aware, But Not Used","Extremely important","Aware, But Not Used","PhD Student"
1123,2,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"Much of the data I obtain or access are subject to privacy legislation and regulations that do not allow me to share data, even de-identified data, with anyone outside of the listed research team.",NA,NA,NA,NA,NA,1,1,"I am often restricted by data custodians in making data available to others.",NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,1,"Similar to the materials note.",NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,2,"The peer review process assists with testing analysis assumptions and interpretations. Pre-publishing could lead to the dissemination of 'junk' analysis and unreliable findings. Unless the pre-publishing includes peer review on the platform.",1,NA,1,NA,NA,NA,NA,NA,1,"Some",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,1,0,1,NA,1,"As noted around ethics and privacy restrictions.","Legislative changes.",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,4,"Slight Crisis",70,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","2","2","2","2","2","2","2","2","2","2","4","3","3","3","3","1","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","Senior Lecturer"
1124,2,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Change of statistical design or theoretical design.",NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"Criticism or overlooking mistakes",1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,"Mistakes or errors",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,"All",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,1,1,1,1,NA,1,NA,NA,NA,1,2,1,2,0,1,0,2,0,0,0,1,0,0,NA,1,"Knowledge of how to make open-access data. / Restrictions on pre-registration for changing ideas later.","Conferences, workshops on open science and how to put this into practice. / Skill development for how to use open science practices.",1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,4,"Significant Crisis",19,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,17," Psychology and Cognitive Sciences",1702," Cognitive Sciences","Psyc & Cog Sciences","1","2","1","2","1","2","2","1","1","2","1","4","4","4","4","4","Aware, But Not Used","Aware, But Not Used","Extremely important","Aware, But Not Used","PhD Student"
1125,3,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Given my sub-field is generally non-experimental, and is better characterised as applied, exploratory, & descriptive, it is currently unclear in our sub-field where to best pre-register hypotheses, and the appropriate timing when / to what level of detail hypotheses should be registered.  For example, when receiving a comprehensive dataset from a community partner (at which point it is often still unclear what exactly is in the dataset and what questions can be answered), should hypotheses be pre-registered then, or once clearer research questions have been determined (shortly prior to analysis)?  When conducting exploratory / explanatory research, it will always be easier to pre-register vague research questions at the initial stages of project development whereas more detailed descriptive research on the data (and more specific research questions) requires familiarity with the dataset.",NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,"Extremely important","Some Use",NA,NA,NA,1,"Depending on the definition of ""open"", through personal connections, email requests, etc., I have widely shared materials I use (that are not copyrighted by others) upon request and used materials from others that were provided to me upon request.",NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,1,"I didn't like the set of options I was required to choose in the forced-choice question, as I agree that open data is ""important"" in principle, but is not generally possible in my sub-field due to some important restrictions.  There are a few reasons for this.  One, every dataset I work with is jointly owned with a community partner agency who provides me with data collected as part of their standard practice and who always places restriction on the confidentiality and sharing of that data.  We are not allowed to share the data with anyone.  Thus, to date, I have never been in a position where I could legally share ""my"" data on an open platform.  Two, there is good reason for this restriction as the data I use is sensitive in nature and there is strong reason to be highly cautious about the potential of reverse-identifying individuals, for example, if others might be able to find themselves or others in the dataset by selecting unique demographic information.  However, I think it should always be standard practice that if any qualified researcher wishes to re-run analyses on any of my datasets (e.g., to confirm that these analyses were done correctly), this should certainly be arranged.  This would require signing a Memorandum of Agreement to ensure that confidentiality of the dataset would be maintained and that the data would only be used for the purpose of confirming results, and would require the community agency to be aware of and approve this MOA as well. Although this is not ""open"" in the sense of the definition provided, I think this is an appropriate solution, given the importance of protecting sensitive information drawn about individuals (who may or may not have provided informed consent at the time of data collection, if there was a waiver of consent when creating the project and drawing the dataset from agency computer systems, and - relevant to any current dataset I work with - who certainly did not provide informed consent to have their data shared on an open platform).",NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,2,"I'm not sure it's a ""concern"" as much as a recognition that this practice (in my mind) requires a re-thinking about what role the broader scientific community should play in the development of the ""official"" scientific record.  Practices in science have generally been built around using appropriate peer review processes to ensure the work communicated to other experts and non-experts has been appropriately vetted and meets a minimum standard.  However, practices in science are also very human, evidencing all the strengths and flaws inherent within humanity.  If opening up work to the community for comment & refinement prior to going through an official peer review process helps refine the work so it is stronger at the time of peer review, sure, that seems nice.  Is this much different from what's already in place, i.e., official peer review, ranking of journals based on quality / prestige, committees to vet student research, supervisors to train student researchers, external markers to confirm dissertations are of minimum standard to award degrees?  These are all problematic in their own way, but a human attempt to improve science, whether perfect or not.  I guess I'm unsure what problems pre-publication are attempting to solve - problems with existing peer review?  People gaming the peer-review system?  People (rightfully, often) viewing the peer-review process as lacking in appropriate expertise, attention to detail, or other failures?  The file drawer effect?  The delay of communicating results until they've been properly vetted (with ""properly"" meaning flawed, of course)?  I'm not sure opening the publication process further than it already is is necessarily fixing these problems, and it is still a safeguard that only ""works"" to the degree that all individuals involved take seriously their responsibility to improve science, be experts in what they choose to comment on, behave ethically and without self-interest when reviewing others' work, be generous with their time providing this service to the community, and be honest with the general public when their work is actually valued by the scientific community and when it is not (i.e., not every paper that is formatted like a peer-reviewed publication is actually a peer-reviewed publication).",NA,NA,1,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"It's possible for someone to conduct an identical study, but first they would need to build a relationship with the community agency, convince them to adopt new assessment protocols as standard practice in their system, and simultaneously build an agreement to share the data for analysis / feedback to the agency (as well as for peer-reviewed publishing).",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,1,"Described in my responses above.","Overall, our sub-field needs better leadership in this area, including guidance of how to adapt open science principles for the type of work we do.  From there, the community needs to build awareness and willingness to make these practices understood and accessible to all - a culture shift is required, plus efforts to make open science practices less of a mystery, easier to implement (especially since most of these practices - currently - are de-coupled from and sometimes work against immediate career concerns, career advancement, and university metrics of career success).",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,4,"No Crisis",0,0,0,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","3","3","2","2","1","3","2","3","3","2","0","3","4","2","2","0","Some","Aware, But Not Used","Somewhat unimportant","Aware, But Not Used","Senior Lecturer"
1126,3,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,3,1,NA,NA,1,NA,NA,1,"Data contains sensitive information. So it would have to be appropriately anonymised prior to release",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Some",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,1,2,1,2,0,0,0,2,0,0,2,1,0,1,"Arxiv",0,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,"Significant Crisis",70,0,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1799," Other Psychology and Cognitive Sciences","Psyc & Cog Sciences","1","3","2","2","1","2","3","1","2","2","4","3","4","4","3","1","Some","Aware, But Not Used","Extremely important","Some Use","Lecturer"
1127,2,"Somewhat unimportant",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Privacy of the research plan",1,1,1,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,"Privacy. Happy to share upon request for individual researchers so I have more oversight on the issue",NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,"Some",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,1,2,1,NA,1,"Funding bodies, ethics limitations, lack of funding for open access publication","I think a greater awareness and discussion of Open Science and the needs for researchers who wish to participate in this would be a useful first step.",1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,4,"Significant Crisis",40,0,1,1,1,0,1,NA,NA,NA,1,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,11," Medical and Health Sciences",1109," Neurosciences","Medical & Health Sciences","1","2","3","2","2","2","2","1","3","2","4","2","3","4","2","1","Aware, But Not Used","Aware, But Not Used","Extremely important","Aware, But Not Used","Research Fellow"
1128,3,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,1,"The kinds of data that I use would face considerable challenges in being made open due to the sensitive nature of the information. I would be worried that requiring open data would prevent ethics approvals given the potential for individuals to be identified using multiple data points. I also do not believe that our industry partners in security, police, correctional and health agencies would be supportive of providing data that was then open, as they require access and analysis via secure VPN even for us. I would also be concerned about the ethical elements of having data that was completely open given you could not warn participants in informed consent statements of the purposes of the data collection in a comprehensive way, as it could be used for unforeseen purposes.",NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,"The quality of such publication is completely unknown and untested.",1,NA,1,NA,NA,NA,NA,NA,1,"Some",NA,NA,NA,NA,NA,NA,1,"I’ve only used free archives of pre-print versions",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,0,0,0,0,0,0,0,1,0,1,"I use Researchgate for pre-print archive where allowed",1,"Cost of open access publication / Ethics concerns for open data / Industry partner concerns for open data / Industry partner confidentiality for research reports",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,4,"Slight Crisis",30,0,1,1,0,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","2","3","2","2","2","2","2","2","4","1","4","3","3","3","1","1","Some","Aware, But Not Used","Somewhat important","Aware, But Not Used","Associate Professor"
1129,4,"Researchers in my discipline do not conduct research studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Extremely important","Regular Use",1,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,4,1,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Extremely important","Extensive Experience",1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Some",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,6,NA,1,1,1,NA,NA,1,NA,NA,NA,1,2,1,2,2,1,1,2,0,0,0,1,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Significant Crisis",52,0,1,0,0,0,0,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3," Chemical Sciences",302," Inorganic Chemistry","Math, Chem, Enviro, & Bio Sciences","1","4","0",NA,"1","4","4","1","1","4","4","0","4","4","4","1","Extensive",NA,"Extremely important","Regular Use","Associate Professor"
1130,1,"Extremely important",3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"I would like to have the option to make changes to my analysis if there is a legitimate need but I am not sure how this can be communicated.",NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,"Extremely important","Unaware",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,"It may have errors that would be picked up at review.",1,1,1,NA,NA,NA,1,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Significant Crisis",39,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,17," Psychology and Cognitive Sciences",NA,NA,"Psyc & Cog Sciences","1","1","1","3","1","1","1","1","4","1","5","4","4","4","1","5","Unaware","Some Experience","Extremely important","Unaware","Postdoc"
1131,2,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,1,"I feel as though I put in the effort with collection but someone can use it immediately and freely, feels somewhat unfair",NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,2,0,2,NA,1,"As a student, the attitude of my supervisor can act as a barrier, also time with writing a pre-registration paper and doing all the open science steps, this didn't really align time wise with development of studies and my data collection. Funding for open science is also a barrier. So much to learn already as an HDR student, this is another thing on top, and often without much knowledge from supervisors also.","Education and funding and supervisor support",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,4,"Slight Crisis",61,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","2","2","2","2","2","2","2","2","2","2","0","3","3","3","3","0","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","PhD Student"
